term,related_lang
Badawi,Arabic
Baden-Baden,German
Badghis Province,Persian
Badiaga,Russian
Badie,Arabic
Badie,French
Badiu,Kabuverdianu
Badolato,Italian
Badshah,Classical Persian
Badura,Slovak
Badura,Polish
Badura,Czech
Bae,Korean
Baedeker,German
Baek,Korean
Baerbock,German
Baerga,Spanish
Bagan,Burmese
Bages,Catalan
Baghchi,Uyghur
Baghdad,Arabic
Baghdadi,Arabic
Baghdasaryan,Armenian
Bagheri,Persian
Baghramyan,Armenian
Baginski,Polish
Baglio,Italian
Bagnères-de-Luchon,French
Bago,Burmese
Bagri,Bagri
Baguio,Spanish
Bahar,Arabic
Bahasa,Malay
Bahasa Indonesia,Indonesian
Bahasa Malaysia,Malay
Bahauddin,Arabic
Bahia,Portuguese
Bahler,German
Bahman,Persian
Bahner,German
Bahr al Ghazal,Arabic
Bahrain,Arabic
Bahraini,Arabic
Bahrami,Persian
Bahri,Arabic
Baháʼu'lláh,Persian
Baháʼí,Persian
Baikal,Russian
Baikonur,Kazakh
Bailer,German
Bailly,French
Baisha,Mandarin
Baiz,Spanish
Baja California,Spanish
Bajaj,Punjabi
Bajram Curri,Albanian
Bajwa,Punjabi
Bak,Korean
Baka,Polish
Bakalyan,Armenian
Bakas,Greek
Bakhchisaray,Russian
Bakhchysarai,Ukrainian
Bakken,Norwegian
Baklahorani,Greek
Bakos,Slovak
Bakos,Polish
Bakos,Hungarian
Bakradze,Georgian
Bakriyyah,Arabic
Bakumatsu,Japanese
Bakuninism,Russian
Bala,Jurchen
Bala,Welsh
Balachandran,Malayalam
Balachka,Russian
Balaguer,Catalan
Balaji,Tamil
Balaklava,Russian
Balanyá,Spanish
Balash,Czech
Balaton,Hungarian
Balazs,Hungarian
Balcerzak,Polish
Baldacci,Italian
Baldassarre,Italian
Baldenegro,Spanish
Balderas,Spanish
Balderrama,Spanish
Baldi,Italian
Baldini,Italian
Baldrs draumar,Old Norse
Balduc,French
Baldyga,Polish
Balhae,Korean
Bali,Sanskrit
Bali,Uneapa
Bali,Sanskrit
Bali,Balinese
Bali,Sanskrit
Bali,Sanskrit
Balian,Armenian
Balingit,Tagalog
Balkh,Persian
Ballachulish,Scottish Gaelic
Balle,Dutch
Balle,Danish
Baller,German
Ballestero,Spanish
Ballesteros,Spanish
Balmaceda,Spanish
Balmes,Catalan
Balsam,German
Balsamo,Italian
Balster,German
Baltassar,Latin
Baltassar,Latin
Balter,German
Baltic,Latin
Baltistan,Urdu
Baltodano,Spanish
Bamaca,Mam
Bamako,Bambara
Bamar,Burmese
Bamberger,German
Banales,Spanish
Banasiak,Polish
Band,German
Bandar Seri Begawan,Malay
Bandarban,Bengali
Bandaru,Telugu
Bandel,German
Banderastan,Russian
Banerjee,Bengali
Banez,Spanish
Bangalore,Kannada
Bangkok,Thai
Bangladesh,Bengali
Bank,Swedish
Bank,German
Bankass,French
Bankhar,Mongolian
Bankova,Ukrainian
Banu,Bengali
Banu,Romanian
Banville,French
Baptiste,French
Baquero,Spanish
Bar,Serbo-Croatian
Barabas,Hungarian
Barabbas,Latin
Baragona,Italian
Barahona,Spanish
Baraki,Ormuri
Barakzai,Pashto
Baral,Bengali
Baranek,Slovak
Baranek,Polish
Baranowski,Polish
Barbadoro,Italian
Barbados,Portuguese
Barbagallo,Italian
Barbaresco,Italian
Barbarossa,Italian
Barbato,Italian
Barbian,German
Barbieri,Italian
Barbin,French
Barbo,Spanish
Barbock,German
Barbuto,Italian
Barca,Catalan
Barcelos,Portuguese
Bardet,French
Bareilles,French
Baren,Uyghur
Barendt,German
Barese,Italian
Barfuss,German
Bargello,Italian
Bargeron,French
Bari,Italian
Barich,Serbo-Croatian
Barilla,Italian
Barin,Uyghur
Barkan,Hebrew
Barkus,Slovak
Barkus,Lithuanian
Barlaam,Medieval Latin
Barlage,German
Barnas,Polish
Barndt,German
Barolo,Italian
Barra,Scottish Gaelic
Barra,Portuguese
Barraco,Italian
Barreiro,Portuguese
Barreno,Spanish
Barresi,Italian
Barretta,Italian
Barrientos,Spanish
Barrilleaux,French
Barrio,Spanish
Barrueta,Spanish
Barsanti,Italian
Barseghyan,Armenian
Barsoum,Arabic
Barstad,Norwegian
Bartangi,Shughni
Barten,German
Barthold,German
Bartholomew,Aramaic
Bartholomew,Ancient Greek
Bartholomew,Latin
Bartkowski,Polish
Bartkus,Lithuanian
Bartmann jug,German
Bartnick,German
Bartnik,Polish
Bartok,Hungarian
Bartolini,Italian
Bartolomei,Italian
Bartolon,Spanish
Bartolotta,Italian
Bartosik,Polish
Bartunek,Czech
Bartusis,Lithuanian
Baruch,Hebrew
Barzan,Italian
Bas,French
Bas,Slovene
Bas,Basque
Bas,Cebuano
Bas,Catalan
Bas-Rhin,French
Basaldua,Spanish
Bashmur,Arabic
Basmachi,Uzbek
Basora,Catalan
Basque,French
Basquiat,French
Basra,Punjabi
Basse,German
Basse,Danish
Basse,French
Basset,French
Bassin,French
Bastani,Persian
Bastet,Egyptian
Bastille,French
Basto,Spanish
Bastone,Italian
Bata,Hungarian
Bata,Czech
Bata,Tagalog
Bata,Arabic
Bataglia,Italian
Batangas,Spanish
Batangueño,Tagalog
Batavia,Latin
Bateri,Bateri
Bathke,German
Bathla,Punjabi
Batna,Arabic
Batna,Central Atlas Tamazight
Batra,Hindi
Batres,Spanish
Batta,Punjabi
Battabara,Sanskrit
Battaglia,Italian
Battenberg,German
Battenberger,German
Batticaloa,Portuguese
Batticaloa,Tamil
Battista,Italian
Batzel,German
Bau,French
Bau,German
Baucke,German
Bauer,German
Bauhaus,German
Baum,German
Baumann,German
Baumkuchen,German
Baumé,French
Bauserman,German
Bavaria,New Latin
Bayan Obo,Mongolian
Bayannur,Mongolian
Bayardo,Spanish
Bayev,Armenian
Bayev,Russian
Bayev,Ukrainian
Bayevsky,Russian
Bayingolin,Uyghur
Bayle,French
Bayraktar,Turkish
Baz,Persian
Baz,Spanish
Bazil,French
Bazzi,Arabic
Bazzi,Italian
Bačka Topola,Serbo-Croatian
Baṭḥari,Bathari
Bde Maka Ska,Dakota
Beacham,French
Beary,Irish
Beauchamp,French
Beauchemin,French
Beaudoin,French
Beaudreau,French
Beaudry,French
Beaujolais,French
Beaulieu,French
Beauregard,French
Becerra,Spanish
Becherer,German
Bechler,German
Bechtel,German
Becquart,French
Bedard,French
Bedel,French
Bedoya,Spanish
Bedrosian,Armenian
Beecham,French
Beeker,German
Beersheba,Hebrew
Beese,German
Befort,French
Beg,Slovene
Beg,Turkish
Beg,Hindi
Begala,Polish
Begala,Slovak
Beganovic,Serbo-Croatian
Beghard,French
Begic,Serbo-Croatian
Beglaryan,Armenian
Begum,Bengali
Behnken,German
Behringer,German
Behrle,German
Behrouz,Persian
Beihai,Chinese
Beijing,Chinese
Beilfuss,German
Beilke,German
Beirut,Arabic
Beiruti,Arabic
Beisler,German
Beissel,German
Beit,German
Beit,Persian
Beitz,German
Bejaia,French
Bejar,Spanish
Bejarano,Spanish
Bekele,Amharic
Bekian,Armenian
Bekisar,Javanese
Bektashi,Turkish
Bel Paese,Italian
Belainsky,French
Beland,French
Belansky,Polish
Belardo,Italian
Belardo,Spanish
Belasco,Spanish
Belcastro,Italian
Belcourt,French
Belfrage,Swedish
Belger,German
Belgium,Latin
Belgorod,Russian
Belial,Hebrew
Belisarius,Latin
Beliveau,French
Belize,Spanish
Belka,Polish
Belka,Czech
Belkadi,Arabic
Bella Coola,Heiltsuk
Bellanca,Italian
Bellantoni,Italian
Bellavia,Italian
Belle Époque,French
Belleau,French
Bellefontaine,French
Bellegarde,French
Bellemare,French
Bellerose,French
Belleville,French
Belleville,French
Belliard,French
Bellina,Italian
Belling,German
Bellinzona,Italian
Bellissimo,Italian
Bellone,Italian
Bellot,French
Bellotte,French
Belo,Portuguese
Belo Horizonte,Portuguese
Beloozero,Russian
Belphegor,Koine Greek
Belsito,Italian
Belting,German
Beltran,Spanish
Belux,Dutch
Belux,French
Bemelmans,Dutch
Bemidji,Ojibwe
Bena,Hungarian
Bena,Italian
Bena,Slovak
Benak,Czech
Benaulim,Portuguese
Benavidez,Spanish
Bencivenga,Italian
Bendavid,Hebrew
Bendixen,Norwegian
Bendorf,German
Benecke,German
Benedicite,Latin
Benedictine,French
Benedicto,Spanish
Benedictus,Ecclesiastical Latin
Benenati,Italian
Benesch,German
Benevento,Italian
Bengali,Classical Persian
Bengaluru,Kannada
Bengel,German
Bengoechea,Spanish
Benicio,Spanish
Benin,Portuguese
Beninois,French
Benne,German
Benne,French
Bennu,Egyptian
Benois,French
Benoist,French
Benter,German
Bentinck,Dutch
Bentivegna,Italian
Bentler,German
Bentsen,Norwegian
Benvenuti,Italian
Benz,German
Benzaiten,Japanese
Berardi,Italian
Berardinelli,Italian
Berat,Albanian
Berberyan,Armenian
Berbock,German
Berchidda,Italian
Berchtold,German
Bercier,French
Berdiansk,Ukrainian
Berdichev,Russian
Berdyansk,Russian
Berdychiv,Ukrainian
Bereitschaftspotential,German
Berendt,German
Berenice,Ancient Greek
Bergamasco,Italian
Bergamo,Italian
Berganza,Spanish
Bergen op Zoom,Dutch
Bergenser,Norwegian Bokmål
Bergeron,French
Bergfeld,German
Berggruen,German
Berghoff,German
Bergland,Norwegian
Berglund,Swedish
Bergquist,Swedish
Bergstedt,Swedish
Bergstrom,Swedish
Beringer,French
Beringer,German
Beringer,Dutch
Beristain,Spanish
Berkovich,Slovene
Berland,Norwegian
Berland,French
Berliner,German
Berling,German
Berlusconi,Italian
Bermeo,Spanish
Bermudez,Spanish
Bern,Alemannic German
Bernabe,Spanish
Bernabeu,Spanish
Bernabeu,Catalan
Bernacki,Polish
Bernales,Spanish
Bernardi,Italian
Bernardin,French
Bernardini,Italian
Bernards,German
Bernardy,French
Bernas,Polish
Bernat,Catalan
Berndt,German
Bernet,French
Bernhardt,German
Bernier,French
Berns,German
Bernskoetter,German
Bernstein,German
Berra,Spanish
Berrelleza,Spanish
Berres,German
Berrien,French
Berrio,Spanish
Berroa,Spanish
Berrocal,Spanish
Berrones,Spanish
Berry,French
Bersch,German
Bertini,Italian
Bertke,German
Bertolini,Italian
Bertucci,Italian
Besançon,French
Besserwisser,German
Bessinger,German
Besson,French
Betelgeuse,Arabic
Bethe,German
Bethel,Hebrew
Betker,German
Bett,German
Bettencourt,French
Bettenhausen,German
Betti,Italian
Bettin,Italian
Bettin,German
Betzer,German
Betzold,German
Beulah,Biblical Hebrew
Beurré,French
Beus,German
Beutel,German
Beyblade,Japanese
Beylagan,Azerbaijani
Bezabeh,Amharic
Bezeklik,Uyghur
Bezpopovtsy,Russian
Bełchatów,Polish
Bhabhi,Hindi
Bhadra,Sanskrit
Bhaga,Sanskrit
Bhagavata Purana,Sanskrit
Bhagwat,Marathi
Bhaiṣajyaguru,Sanskrit
Bhaiṣajyarāja,Sanskrit
Bhaiṣajyasamudgata,Sanskrit
Bhalla,Punjabi
Bhamidipati,Telugu
Bhamo,Burmese
Bhangi,Hindi
Bharani,Sanskrit
Bharara,Punjabi
Bharatanatyam,Sanskrit
Bhardwaj,Hindi
Bhattacharya,Bengali
Bhatti,Punjabi
Bhaya,Bhaya
Bhubaneswar,Oriya
Bhupathi,Sanskrit
Bhutto,Sindhi
Bialecki,Polish
Bialowas,Polish
Bianca,Italian
Bianchi,Italian
Bianchini,Italian
Białystok,Polish
Bibeau,French
Bibi,Hindi
Bibisi,Italian
Bich,Russian
Bichler,German
Bichon Frisé,French
Bichsel,German
Bicol,Spanish
Bido,Spanish
Bidoon,Arabic
Bieber,German
Bieda,Polish
Biegala,Polish
Biehler,German
Bielak,Polish
Bielanski,Polish
Bielawski,Polish
Bielecki,Polish
Bielefeld,German
Bieler,German
Bielinski,Polish
Biella,Italian
Bielski,Polish
Bielsko-Biała,Polish
Bienaime,French
Bieniek,Polish
Bienkowski,Polish
Bierbaum,German
Bierer,German
Bies,German
Bies,Polish
Bifulco,Italian
Bignami,Italian
Bikol,Tagalog
Bikolano,Spanish
Bildstein,German
Bilhah,Hebrew
Bilinski,Polish
Biljan,Macedonian
Biljana,Macedonian
Billeri,Italian
Billig,German
Billinger,German
Bilotta,Italian
Bilotti,Italian
Bilski,Polish
Bilu,Hebrew
Bilyk,Ukrainian
Bin,Chinese
Bindslev,Danish
Binedama,French
Binkowski,Polish
Binondo,Spanish
Bintje,Dutch
Biondi,Italian
Biondolillo,Italian
Biot,French
Bir,Punjabi
Birchler,German
Birchmeier,German
Birkel,German
Birkeland,Norwegian
Birkner,German
Birnbach,German
Birnbaum,German
Birobidzhan,Russian
Birx,German
Biscaichipy,French
Bischof,German
Bischofberger,German
Bisel,French
Biser,German
Bishamonten,Japanese
Bishara,Arabic
Bishkek,Kyrgyz
Bislama,Bislama
Bismarck,German
Bismillah,Arabic
Bisrock,Cebuano
Biss,German
Bisson,French
Bissonnet,French
Bissonnette,French
Bistrița,Romanian
Biswa,Bengali
Bithynia,Latin
Bitola,Macedonian
Bittenbinder,German
Bizzarro,Italian
Bjorge,Norwegian
Bjorklund,Swedish
Bjorkman,Swedish
Black,Old French
Blago,Serbo-Croatian
Blagoje,Serbo-Croatian
Blagoveshchensk,Russian
Blagoyevich,Serbo-Croatian
Blanc de Hotot,French
Blancas,Spanish
Blanchard,French
Blanchet,French
Blanchett,French
Blanchette,French
Blanda,Italian
Blandino,Italian
Blando,Italian
Blankenburg,German
Blarney,Irish
Blasko,Slovak
Blaszak,Polish
Blaszczyk,Polish
Blatz,German
Blauschild,German
Blauvelt,Dutch
Bleeker,Dutch
Blegen,Norwegian
Blehm,German
Bleiler,German
Bless,German
Blessinger,German
Bligh,Irish
Blitz,German
Blitzen,Dutch
Bloemen,Dutch
Bloemfontein,Afrikaans
Blois,French
Blok,Dutch
Blom,Swedish
Blomberg,German
Blomberg,Swedish
Blome,German
Blomquist,Swedish
Blon,Belarusian
Blon,French
Bloomquist,Swedish
Bloshinsky,Russian
Blouin,French
Bludenz,German
Bluemel,German
Blume,German
Blumenberg,German
Blumenfeld,German
Blumenkopf,German
Blumenthal,German
Bo,Swedish
Bo,Danish
Boanerges,Ancient Greek
Bobbili,Telugu
Bobek,Slovene
Bobrowski,Polish
Bobst,German
Boca,Spanish
Boca Chica,Spanish
Boccia,Italian
Boccio,Italian
Bocek,Czech
Boch,German
Boch,Polish
Bochenek,Polish
Bodo,Hungarian
Bodrum,Turkish
Boeckmann,German
Boeding,German
Boehnlein,German
Boehringer,German
Boeke,Dutch
Boell,German
Boell,Danish
Boer,Dutch
Boers,Dutch
Boersma,West Frisian
Boetticher,German
Boeve,Dutch
Bogacz,Polish
Bogale,Burmese
Bogdanov,Russian
Bogdanski,Polish
Boge,Norwegian
Bogosian,Armenian
Bogota,Spanish
Bogotazo,Spanish
Bogotá,Spanish
Bogue Chitto,Choctaw
Bogus,Polish
Bogus,Romanian
Bohlander,German
Bohlin,Swedish
Bohm,German
Bohne,German
Bohol,Spanish
Boiardi,Italian
Boileau,French
Boiron,French
Bois,French
Bois Caïman,French
Boisbriand,French
Boisclair,French
Boissonneault,French
Bojarski,Polish
Bojorquez,Spanish
Bokmål,Norwegian
Boko,Hausa
Boland,German
Bolanos,Spanish
Boldon Buke,Middle English
Bolehland,Malay
Bolf,Serbo-Croatian
Boll,Danish
Boll,German
Bolla,Hungarian
Bolla,Spanish
Bolle,German
Bollen,German
Bollenbacher,German
Bollenhut,German
Bolles,German
Bollinger,German
Bollé,French
Bologna,Italian
Bolognese,Italian
Bolonka,Russian
Bolschevism,German
Bolshevik,Russian
Bolshevism,Russian
Bolshevist,Russian
Bolshoy Ussuriysky Island,Russian
Bolzano,Italian
Bombardier,French
Bombay,Portuguese
Bomer,Dutch
Bommarito,Italian
Bon Accord,French
Bonafede,Italian
Bonanno,Italian
Bonaventura,Italian
Bonavia,Italian
Bonavita,Italian
Bondarchuk,Ukrainian
Bondarchuk,Russian
Bondarczuk,Polish
Bonello,Italian
Bonenfant,French
Bonet,Catalan
Bonfiglio,Italian
Bonfiglioli,Italian
Bong,Bengali
Bongard,German
Bongard,French
Bongiovanni,Italian
Bonifacio,Italian
Bonin,Japanese
Bonjour,French
Bonkowski,Polish
Bonn,German
Bonnin,French
Bonomo,Italian
Bonsignore,Italian
Bontempelli,Italian
Bontempo,Italian
Booms,German
Boonstra,West Frisian
Bora,Hungarian
Bora,Polish
Bora,Romanian
Bora,Assamese
Borawski,Polish
Borbon,Spanish
Borchard,German
Borda,Spanish
Bordas,Catalan
Bordas,Hungarian
Bordeaux,French
Bordelais,French
Bordenet,French
Bordes,French
Boreas,Ancient Greek
Bores,Czech
Borgen,Norwegian
Borges,Catalan
Borgia,Italian
Boris,Russian
Borisov,Russian
Borjas,Spanish
Borjomi,Georgian
Borkowski,Polish
Bornholm,Danish
Bornholmsk,Danish
Borok,Russian
Borowiak,Polish
Borowicz,Polish
Borowiecki,Polish
Borowski,Polish
Borquez,Spanish
Borras,Catalan
Borrelli,Italian
Borroto,Spanish
Borruso,Italian
Borski,Polish
Bort,Yiddish
Bortala,Mongolian
Borucki,Polish
Borussia,Latin
Borysenko,Ukrainian
Bose,Bengali
Bosjesman,Dutch
Bosman,Dutch
Bosniak,Serbo-Croatian
Bossard,French
Bossart,French
Bosse,French
Bosse,German
Bosse,Dutch
Bossi,Italian
Bossier,French
Bossler,German
Bostan,Uyghur
Bostrom,Swedish
Botelho,Portuguese
Botello,Spanish
Botha,Afrikaans
Botocudo,Portuguese
Botoșani,Romanian
Botswana,Tswana
Bottcher,German
Botten,Norwegian
Bottger,German
Bottini,Italian
Botto,Italian
Bottone,Italian
Botz,German
Bouchard,French
Boucher,French
Bouctouche,French
Boudakian,Armenian
Boudica,Latin
Boudreaux,French
Bougainville,French
Boulenger,French
Boulet,French
Bouquet,French
Bourdain,French
Bourdin,French
Bourget,French
Bourgogne,French
Bourguignon,French
Boursiquot,French
Boutilier,French
Boutros,Arabic
Bouvier,French
Bouwens,Dutch
Bouza,Galician
Bowie,Irish
Bowie,Scottish Gaelic
Boyajian,Armenian
Bozic,Serbo-Croatian
Bozza,Italian
Bozzi,Italian
Boötes,Latin
Brabo,Portuguese
Brachle,German
Bragança,Portuguese
Brahe,Danish
Brahman,Sanskrit
Brahmana,Sanskrit
Braj,Hindi
Braker,German
Brakke,Dutch
Brambila,Spanish
Brancaccio,Italian
Brancato,Italian
Brandeis,German
Brandle,German
Brandt,German
Brandwein,German
Branner,German
Brantley,Alemannic German
Brar,Punjabi
Braseth,Norwegian
Brasselle,French
Brasília,Portuguese
Bratsch,German
Brau,Italian
Brau,French
Brauch,German
Brauer,German
Braunschild,German
Braunschweig,German
Bravo,Spanish
Brazeau,French
Breau,French
Brecheisen,German
Brechtel,German
Brede,German
Bree,Dutch
Bregenz,German
Breisach,German
Breisch,German
Breisgau,German
Breitenstein,German
Breitkreutz,German
Brem,German
Bremen,German
Bremmer,German
Brenna,Italian
Brennan,Irish
Brennan,Irish
Brennecke,German
Brennschluss,German
Brescia,Italian
Brest,Russian
Brethauer,German
Breville,French
Brezhnev,Russian
Bria,Italian
Brian,Irish
Bribiesca,Spanish
Brie,French
Brienne,French
Brigantia,Latin
Brigid,Irish
Brindisi,Italian
Brinkman,Dutch
Brinkmann,German
Brisac,French
Briseis,Ancient Greek
Britomartis,Ancient Greek
Brix,German
Brixen,German
Brizuela,Spanish
Broca,Spanish
Brockhaus,German
Broda,Polish
Broden,Swedish
Broderick,Welsh
Brodowski,Polish
Broglie,French
Brogna,Italian
Brokskat,Brokskat
Brommer,German
Bronwen,Welsh
Bronwyn,Welsh
Brooklyn,Dutch
Brosch,German
Brosius,German
Bross,Middle High German
Brossard,French
Brossart,French
Brostrom,Swedish
Broussard,French
Brubacher,German
Brucato,Italian
Bruckner,German
Brucks,German
Brueck,German
Bruer,Norwegian
Bruer,German
Bruges,French
Bruggeman,Dutch
Bruggemann,German
Brugman,Dutch
Bruin,Dutch
Bruinsma,West Frisian
Bruley,French
Brumaire,French
Brunei,Malay
Brunetti,Italian
Brunetto,Italian
Brungardt,German
Brunhild,German
Brunkhorst,German
Brus,Polish
Brusca,Italian
Bruski,Polish
Brussels,Dutch
Brussels,French
Brutus,Latin
Bruzzese,Italian
Bryansk,Russian
Brython,Welsh
Brzozowski,Polish
Bua,Italian
Bub,German
Bucaro,Italian
Buccellato,Italian
Bucciarelli,Italian
Buccieri,Italian
Bucephalus,Ancient Greek
Bucha,Ukrainian
Bucha,German
Bucharest,Romanian
Bucher,German
Buchholz,German
Buchinger,German
Buchko,Ukrainian
Buchler,German
Buchmann,German
Bucker,German
Buczkowski,Polish
Buda,Hungarian
Budapest,Hungarian
Buday,Slovak
Buday,Belarusian
Budhram,Hindi
Budhu,Hindi
Budiardjo,Indonesian
Budny,Polish
Budryk,Polish
Budweiser,German
Budz,Polish
Buege,German
Buehler,German
Buehrle,German
Buenaventura,Spanish
Bueng Kan,Thai
Buening,German
Buenos Aires,Spanish
Buetow,German
Buffa,Italian
Buffo,Italian
Buffone,Italian
Bugatti,Italian
Bugay,Tagalog
Bugliosi,Italian
Bui,Vietnamese
Buikema,West Frisian
Buitenzorg,Dutch
Buitrago,Spanish
Bujak,Polish
Bujalski,Polish
Bukhara,Persian
Bukhoro,Uzbek
Bukowski,Polish
Bukvitsa,Russian
Bula,Spanish
Bula,Polish
Bulacan,Spanish
Bulakan,Tagalog
Bulaqueño,Spanish
Bulgar,Medieval Latin
Bullinger,German
Bulnes,Spanish
Buloni,Hindi
Bulow,German
Bult,Dutch
Bulthuis,Dutch
Bulungkol,Uyghur
Bulusu,Telugu
Bund,Yiddish
Bundahishn,Avestan
Bunde,German
Bundesrat,German
Bundestag,German
Bunke,German
Bunkyō,Japanese
Bunsen,German
Bunte,German
Buonauro,Italian
Bupyeong,Korean
Burbach,German
Burciaga,Spanish
Burdak,Hindi
Burget,Czech
Burggraf,German
Burgio,Italian
Burgos,Gothic
Buri,German
Buriram,Thai
Burjanadze,Georgian
Burkel,German
Burkinabe,French
Burma,Burmese
Burmeister,German
Burrel,Albanian
Bursch,German
Burtnyk,Ukrainian
Burushaski,Burushaski
Burzynski,Polish
Busalacchi,Italian
Buscema,Sicilian
Buscemese,Italian
Buscemi,Italian
Buscher,German
Buseth,Norwegian
Busler,German
Bussing,German
Bustamante,Spanish
Bustillos,Spanish
Butala,Hindi
Butala,Slovene
Butera,Italian
Buterin,Russian
Butin,Russian
Butin,French
Butter,German
Buttigieg,Maltese
Buttke,German
Butuanon,Cebuano
Butzer,German
Buyan,Russian
Buys,Dutch
Buzançais,French
Buzău,Romanian
Buôn Ma Thuột,Vietnamese
Byblis,Ancient Greek
Byblos,Latin
Bykowski,Polish
Bylsma,West Frisian
Bystrom,Swedish
Byun,Korean
Byzantium,Latin
Bzdek,Polish
Bà Rịa - Vũng Tàu,Vietnamese
Bárðarbunga,Icelandic
Béarnais,French
Béjaïa,Arabic
Béjaïa,French
Bézier,French
Bình Dương,Vietnamese
Bình Phước,Vietnamese
Bình Thuận,Vietnamese
Bình Định,Vietnamese
Bône,French
Børselv,Norwegian
Bøur,Faroese
Bălți,Romanian
Bạc Liêu,Vietnamese
Bắc Giang,Vietnamese
Bắc Kạn,Vietnamese
Bắc Ninh,Vietnamese
Bến Tre,Vietnamese
CAN,Spanish
CCITT,French
CH,French
CHAdeMO,Japanese
CHON,Translingual
CHSLD,French
CLSC,French
CM,Japanese
CQ,French
CSU,German
CV,Japanese
Cabacungan,Tagalog
Caballero,Spanish
Cabanilla,Spanish
Cabezas,Spanish
Cabo Verde,Portuguese
Cabreja,Spanish
Cabriales,Spanish
Cabriole leg,French
Cacace,Italian
Cacahuatepec,Spanish
Caccamo,Italian
Caccavale,Italian
Cacioppo,Italian
Cada,Tagalog
Cada,Czech
Cadillac,French
Caernarfon,Welsh
Cafarelli,Italian
Cafiero,Italian
Cagayan,Spanish
Caggiano,Italian
Cagliaritan,Italian
Caiaphas,Latin
Caiazzo,Italian
Caillat,French
Caillouet,French
Cairo,Italian
Cairu,Portuguese
Cajamarca,Spanish
Cajetan,Latin
Cajigas,Spanish
Cajina,Spanish
Cajuste,French
Cal,Turkish
Cal,Polish
Cal,Spanish
Calabasas,Spanish
Calabaza,Spanish
Calabrese,Italian
Calais,French
Calamari,Italian
Calamba,Tagalog
Calamba,Cebuano
Calame,French
Calamia,Italian
Calandra,Italian
Calarco,Italian
Calcagni,Italian
Calcagno,Italian
Calcaterra,Italian
Calderin,Spanish
Caleb,Latin
Caledonia,Latin
Calgary,Scottish Gaelic
Cali,Spanish
Calica,Tagalog
Califano,Italian
Californio,Spanish
Caligula,Latin
Calinescu,Romanian
Callan,Irish
Callari,Italian
Callegari,Italian
Callejas,Spanish
Callovian,French
Caloca,Spanish
Calogero,Italian
Caloocan,Tagalog
Caltabiano,Italian
Caltanissetta,Italian
Calum,Scottish Gaelic
Calvano,Italian
Calvin,Middle French
Calzada,Spanish
Camaj,Albanian
Camaldolese,Italian
Camarda,Italian
Camarillo,Spanish
Cambria,Latin
Cameron,Scottish Gaelic
Camey,Spanish
Camilleri,Italian
Camilli,Italian
Caminero,Spanish
Cammarano,Italian
Camorra,Italian
Camorrista,Italian
Campagne,French
Campanaro,Italian
Campania,Italian
Campbell,Scottish Gaelic
Campe,Ancient Greek
Campea,Italian
Campise,Italian
Campoli,Italian
Camposano,Italian
Camposano,Spanish
Campoy,Spanish
Canada,French
Canadien,Canadian French
Canadienne,Canadian French
Canaveral,Spanish
Canberra,Ngunawal
Canche,Yucatec Maya
Candace,Latin
Candela,Spanish
Candelaria,Spanish
Cando,Spanish
Candomblé,Kimbundu
Candomblé,Portuguese
Candomblé,Yoruba
Candraprabha,Sanskrit
Cane Corso,Italian
Canedo,Spanish
Canedo,Galician
Canepa,Italian
Canete,Spanish
Cangelosi,Italian
Canigou,French
Canmore,Scottish Gaelic
Cannae,Latin
Cannavaro,Italian
Cannavaro,Sicilian
Cannella,Italian
Cannes,French
Cannizzo,Italian
Cannone,Italian
Canopic,Latin
Canopus,Latin
Canoy,Cebuano
Cantara,Portuguese
Cante,Spanish
Canton,Portuguese
Cantone,Italian
Cantos,Spanish
Cantre'r Gwaelod,Welsh
Cao Bằng,Vietnamese
Cao Dai,Vietnamese
Cap-Haïtien,French
Capaldo,Italian
Capano,Italian
Capasso,Italian
Capella,Catalan
Caphtor,Hebrew
Capili,Tagalog
Capilla,Spanish
Capitano,Italian
Capito,Italian
Capito,German
Capiz,Spanish
Capizzi,Italian
Capobianco,Italian
Capone,Italian
Caporale,Italian
Caporaso,Italian
Capozzi,Italian
Cappadocia,Latin
Cappadona,Italian
Capparelli,Italian
Cappe,French
Cappella,Italian
Cappellanti,Italian
Cappetta,Italian
Capraro,Italian
Capricornus,Latin
Caprio,Italian
Capuchin,Middle French
Capuchino,Spanish
Capulong,Tagalog
Caraballo,Spanish
Caradonna,Italian
Carancas,Spanish
Carano,Italian
Caraquet,French
Carattini,Italian
Caravaggio,Italian
Caravella,Italian
Caravello,Italian
Carbonara,Italian
Carbonari,Italian
Carbonaro,Italian
Carchia,Italian
Cardamone,Italian
Cardarelli,Italian
Cardena,Spanish
Cardillo,Italian
Cardinale,Italian
Cardosa,Portuguese
Carducci,Italian
Careaga,Spanish
Carelli,Italian
Carfagno,Italian
Carino,Italian
Carioca,Portuguese
Caris,Dutch
Carlo,Italian
Carlos,Spanish
Carlos,Portuguese
